request_id,phase,dispatch_group,dispatch_group_size,session_id,turn_id,prompt_tokens,reused_prefix_tokens_est,appended_tokens_est,reuse_ratio_est,expected_external_hit,max_tokens,source_dataset,source_row_index,source_row_id,source_row_name,source_num_steps,source_total_tokens,submit_ts_unix_ms,response_finish_ts_unix_ms,post_metrics_ts_unix_ms,elapsed_ms,group_submit_ts_unix_ms,group_response_finish_ts_unix_ms,group_post_metrics_ts_unix_ms,group_elapsed_ms,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error,metrics_error,lmcache_requested_tokens,lmcache_hit_tokens,lmcache_vllm_hit_tokens,lmcache_remote_read_bytes,lmcache_remote_write_bytes,lmcache_remote_read_requests,lmcache_remote_write_requests,lmcache_hit_ratio,lmcache_remote_read_GiB,lmcache_remote_write_GiB,group_lmcache_requested_tokens,group_lmcache_hit_tokens,group_lmcache_vllm_hit_tokens,group_lmcache_remote_read_bytes,group_lmcache_remote_write_bytes,group_lmcache_remote_read_requests,group_lmcache_remote_write_requests,group_lmcache_hit_ratio,group_lmcache_remote_read_GiB,group_lmcache_remote_write_GiB,metrics_attribution_scope
tb_session_01_turn_003_reuse,reuse,reuse_round_003,4,tb_session_01,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015673057,1775015675199,1775015676428,2142,1775015673055,1775015675199,1775015676428,2144,cmpl-be1906dd3c9ddfa6,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_02_turn_003_reuse,reuse,reuse_round_003,4,tb_session_02,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015673059,1775015675199,1775015676428,2140,1775015673055,1775015675199,1775015676428,2144,cmpl-9ca5199045326ce7,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_03_turn_003_reuse,reuse,reuse_round_003,4,tb_session_03,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015673060,1775015675198,1775015676428,2138,1775015673055,1775015675199,1775015676428,2144,cmpl-994f5daca31d5017,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_00_turn_004_reuse,reuse,reuse_round_004,4,tb_session_00,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015676452,1775015678579,1775015679827,2127,1775015676452,1775015678599,1775015679827,2147,cmpl-910e80507f14e477,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,300800,275456,0,40617639936,792723456,11,21,0.9157446808510639,37.828125,0.73828125,dispatch_group
tb_session_01_turn_004_reuse,reuse,reuse_round_004,4,tb_session_01,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015676454,1775015678599,1775015679827,2145,1775015676452,1775015678599,1775015679827,2147,cmpl-a29aa7076330f8b1,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,300800,275456,0,40617639936,792723456,11,21,0.9157446808510639,37.828125,0.73828125,dispatch_group
tb_session_02_turn_004_reuse,reuse,reuse_round_004,4,tb_session_02,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015676455,1775015678599,1775015679827,2144,1775015676452,1775015678599,1775015679827,2147,cmpl-a55ed63218f6e5f3,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,300800,275456,0,40617639936,792723456,11,21,0.9157446808510639,37.828125,0.73828125,dispatch_group
tb_session_03_turn_004_reuse,reuse,reuse_round_004,4,tb_session_03,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015676456,1775015678599,1775015679827,2143,1775015676452,1775015678599,1775015679827,2147,cmpl-b679c5d61770f446,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,300800,275456,0,40617639936,792723456,11,21,0.9157446808510639,37.828125,0.73828125,dispatch_group
tb_session_00_turn_005_reuse,reuse,reuse_round_005,4,tb_session_00,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015679853,1775015681887,1775015683134,2034,1775015679853,1775015681907,1775015683134,2054,cmpl-9d6ae7a4e2583e55,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_01_turn_005_reuse,reuse,reuse_round_005,4,tb_session_01,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015679855,1775015681907,1775015683134,2052,1775015679853,1775015681907,1775015683134,2054,cmpl-9b70c0d201e6b82b,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_02_turn_005_reuse,reuse,reuse_round_005,4,tb_session_02,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015679856,1775015681907,1775015683134,2051,1775015679853,1775015681907,1775015683134,2054,cmpl-a87213c5c67c3e38,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_03_turn_005_reuse,reuse,reuse_round_005,4,tb_session_03,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015679858,1775015681907,1775015683134,2049,1775015679853,1775015681907,1775015683134,2054,cmpl-a5708730bb8a1a54,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_01_turn_000_seed,seed,seed_tb_session_01,1,tb_session_01,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015683158,1775015683786,1775015685012,628,1775015683157,1775015683786,1775015685012,629,cmpl-a484e40aba66af93,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_02_turn_000_seed,seed,seed_tb_session_02,1,tb_session_02,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015685036,1775015685653,1775015686889,617,1775015685035,1775015685653,1775015686889,618,cmpl-99f46828fd53d82d,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_03_turn_000_seed,seed,seed_tb_session_03,1,tb_session_03,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015686923,1775015687560,1775015688774,637,1775015686922,1775015687560,1775015688774,638,cmpl-91b66305824c3dd7,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,176128,201472,0,29708255232,264241152,8,7,1.1438953488372092,27.66796875,0.24609375,dispatch_group
