sample_id,mode,prompt_tokens,context_tokens,generated_tokens,submit_ts_unix_ms,finish_ts_unix_ms,elapsed_ms,effective_prefill_ms,decode_ms_per_token,decode_tps,prefill_tps,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error
tok8192_s000_g512,decode,8192,8192,512,1774764612412,1774764622688,10276,,20.070312,49.824835,,cmpl-89e9a9dc7c63b1e4,8192,512,200,
tok8192_s003_g256,decode,8192,8192,256,1774764619520,1774764624963,5443,,21.261719,47.032886,,cmpl-9d25bb2ded7a9294,8192,256,200,
tok8192_s004_g128,decode,8192,8192,128,1774764622273,1774764625062,2789,,21.789062,45.894586,,cmpl-86cd598d9c86c217,8192,128,200,
tok8192_s001_g512,decode,8192,8192,512,1774764616686,1774764627510,10824,,21.140625,47.302291,,cmpl-a02656d0154afc5e,8192,512,200,
tok8192_s004_g256,decode,8192,8192,256,1774764622688,1774764627809,5121,,20.003906,49.990236,,cmpl-91cb749edf7e109c,8192,256,200,
tok8192_s005_g128,decode,8192,8192,128,1774764625062,1774764627908,2846,,22.234375,44.975404,,cmpl-aa1f25aa39bd6810,8192,128,200,
tok8192_s002_g512,decode,8192,8192,512,1774764619392,1774764630281,10889,,21.267578,47.019928,,cmpl-a55527e7b1c8f9f3,8192,512,200,
tok8192_s006_g128,decode,8192,8192,128,1774764627908,1774764630732,2824,,22.062500,45.325779,,cmpl-86ce229f10198b7e,8192,128,200,
tok8192_s005_g256,decode,8192,8192,256,1774764627510,1774764632269,4759,,18.589844,53.792814,,cmpl-ad0c540903af57da,8192,256,200,
tok8192_s003_g512,decode,8192,8192,512,1774764622159,1774764632505,10346,,20.207031,49.487725,,cmpl-b2ec8916157bffe7,8192,512,200,
tok8192_s006_g256,decode,8192,8192,256,1774764630281,1774764634992,4711,,18.402344,54.340904,,cmpl-89bd808a827c33a5,8192,256,200,
tok8192_s007_g128,decode,8192,8192,128,1774764632269,1774764635051,2782,,21.734375,46.010065,,cmpl-923a6f7d58c83b9d,8192,128,200,
tok8192_s004_g512,decode,8192,8192,512,1774764624963,1774764635479,10516,,20.539062,48.687714,,cmpl-89a654d0b08e0af6,8192,512,200,
tok8192_s007_g256,decode,8192,8192,256,1774764632505,1774764637767,5262,,20.554688,48.650703,,cmpl-b049e6721aacd3ec,8192,256,200,
tok8192_s008_g128,decode,8192,8192,128,1774764635051,1774764637868,2817,,22.007812,45.438410,,cmpl-a49de9d36e432e76,8192,128,200,
tok8192_s005_g512,decode,8192,8192,512,1774764627809,1774764638298,10489,,20.486328,48.813042,,cmpl-8d81813e3748613d,8192,512,200,
tok8192_s008_g256,decode,8192,8192,256,1774764635479,1774764640586,5107,,19.949219,50.127276,,cmpl-8a2542fcd100ef50,8192,256,200,
tok8192_s009_g128,decode,8192,8192,128,1774764637868,1774764640686,2818,,22.015625,45.422285,,cmpl-9e5a65bf100a390d,8192,128,200,
tok8192_s006_g512,decode,8192,8192,512,1774764630732,1774764641604,10872,,21.234375,47.093451,,cmpl-bbf703f6bcfe56b2,8192,512,200,
tok8192_s009_g256,decode,8192,8192,256,1774764638298,1774764643403,5105,,19.941406,50.146915,,cmpl-8dc06f0838681ca1,8192,256,200,
tok8192_s010_g128,decode,8192,8192,128,1774764640686,1774764643502,2816,,22.000000,45.454545,,cmpl-b8be4867b2dcdd43,8192,128,200,
tok8192_s007_g512,decode,8192,8192,512,1774764634992,1774764645922,10930,,21.347656,46.843550,,cmpl-b6b154362f923597,8192,512,200,
tok8192_s011_g128,decode,8192,8192,128,1774764643502,1774764646343,2841,,22.195312,45.054558,,cmpl-aa428432202c0f1b,8192,128,200,
tok8192_s010_g256,decode,8192,8192,256,1774764641604,1774764646372,4768,,18.625000,53.691275,,cmpl-a40b590c8943f38c,8192,256,200,
tok8192_s008_g512,decode,8192,8192,512,1774764637767,1774764649896,12129,,23.689453,42.212878,,cmpl-aa05974de78af911,8192,512,200,
tok16384_s000_g128,decode,16384,16384,128,1774764646372,1774764650533,4161,,32.507812,30.761836,,cmpl-9791555dea4b670c,16384,128,200,
tok8192_s011_g256,decode,8192,8192,256,1774764645922,1774764652141,6219,,24.292969,41.164174,,cmpl-b078cf398179db35,8192,256,200,
tok8192_s009_g512,decode,8192,8192,512,1774764640586,1774764652817,12231,,23.888672,41.860845,,cmpl-bc6f5a7ee4fdcad7,8192,512,200,
tok16384_s000_g256,decode,16384,16384,256,1774764649896,1774764656383,6487,,25.339844,39.463542,,cmpl-91ddd57eb358a028,16384,256,200,
tok16384_s001_g128,decode,16384,16384,128,1774764652141,1774764656528,4387,,34.273438,29.177114,,cmpl-ad0d3bd8252d2b05,16384,128,200,
tok8192_s010_g512,decode,8192,8192,512,1774764643403,1774764656581,13178,,25.738281,38.852633,,cmpl-b270084fee04fbe3,8192,512,200,
tok16384_s001_g256,decode,16384,16384,256,1774764652817,1774764660731,7914,,30.914062,32.347738,,cmpl-8378fe585d477ac7,16384,256,200,
tok16384_s002_g128,decode,16384,16384,128,1774764656529,1774764660974,4445,,34.726562,28.796400,,cmpl-9fbeaaedd400f604,16384,128,200,
tok8192_s011_g512,decode,8192,8192,512,1774764646343,1774764661045,14702,,28.714844,34.825194,,cmpl-ba2452335b6ad0af,8192,512,200,
tok16384_s002_g256,decode,16384,16384,256,1774764656581,1774764665217,8636,,33.734375,29.643353,,cmpl-99bf7b8a94c1e015,16384,256,200,
tok16384_s003_g128,decode,16384,16384,128,1774764660974,1774764665462,4488,,35.062500,28.520499,,cmpl-9eb25e20cdf63b34,16384,128,200,
tok16384_s000_g512,decode,16384,16384,512,1774764650534,1774764665727,15193,,29.673828,33.699730,,cmpl-91245340a7915eb2,16384,512,200,
tok16384_s003_g256,decode,16384,16384,256,1774764661045,1774764669730,8685,,33.925781,29.476108,,cmpl-83124bb3b86fa1a7,16384,256,200,
tok16384_s004_g128,decode,16384,16384,128,1774764665462,1774764669958,4496,,35.125000,28.469751,,cmpl-a38a1bcf4894210a,16384,128,200,
tok16384_s001_g512,decode,16384,16384,512,1774764656383,1774764673560,17177,,33.548828,29.807300,,cmpl-8b04e23c0483a2ff,16384,512,200,
tok16384_s004_g256,decode,16384,16384,256,1774764665727,1774764674332,8605,,33.613281,29.750145,,cmpl-a37ce683db9aaa9e,16384,256,200,
tok16384_s005_g128,decode,16384,16384,128,1774764669958,1774764674579,4621,,36.101562,27.699632,,cmpl-8f782f421598e067,16384,128,200,
tok16384_s002_g512,decode,16384,16384,512,1774764660732,1774764678082,17350,,33.886719,29.510086,,cmpl-a04c427385c59252,16384,512,200,
tok16384_s006_g128,decode,16384,16384,128,1774764674579,1774764679144,4565,,35.664062,28.039430,,cmpl-80ecf93fbc4b5345,16384,128,200,
tok16384_s005_g256,decode,16384,16384,256,1774764673560,1774764680515,6955,,27.167969,36.808052,,cmpl-82f93977fd7dce56,16384,256,200,
tok16384_s003_g512,decode,16384,16384,512,1774764665217,1774764682628,17411,,34.005859,29.406697,,cmpl-aaf1c3ee37b83e74,16384,512,200,
tok16384_s006_g256,decode,16384,16384,256,1774764678082,1774764684952,6870,,26.835938,37.263464,,cmpl-a668daaad628e276,16384,256,200,
tok16384_s007_g128,decode,16384,16384,128,1774764680515,1774764685035,4520,,35.312500,28.318584,,cmpl-999088f038ab7d0e,16384,128,200,
tok16384_s004_g512,decode,16384,16384,512,1774764669730,1774764687207,17477,,34.134766,29.295646,,cmpl-9a4994b7fd3c5f3a,16384,512,200,
tok16384_s007_g256,decode,16384,16384,256,1774764682628,1774764689535,6907,,26.980469,37.063848,,cmpl-90a91d95e565b7c7,16384,256,200,
tok16384_s008_g128,decode,16384,16384,128,1774764685035,1774764689593,4558,,35.609375,28.082492,,cmpl-935a2e4958c6f07f,16384,128,200,
tok16384_s005_g512,decode,16384,16384,512,1774764674332,1774764691772,17440,,34.062500,29.357798,,cmpl-9b0169e004ccf85f,16384,512,200,
tok16384_s009_g128,decode,16384,16384,128,1774764689593,1774764694146,4553,,35.570312,28.113332,,cmpl-855202b50689fb0e,16384,128,200,
tok16384_s008_g256,decode,16384,16384,256,1774764687207,1774764694147,6940,,27.109375,36.887608,,cmpl-946c03c96fc344d2,16384,256,200,
tok16384_s006_g512,decode,16384,16384,512,1774764679144,1774764696563,17419,,34.021484,29.393191,,cmpl-bdce0ac83fa80d1e,16384,512,200,
tok16384_s009_g256,decode,16384,16384,256,1774764691772,1774764698660,6888,,26.906250,37.166086,,cmpl-b1a2c2660a53a947,16384,256,200,
tok16384_s010_g128,decode,16384,16384,128,1774764694147,1774764698701,4554,,35.578125,28.107159,,cmpl-8bcc0e11189a2a5d,16384,128,200,
tok16384_s007_g512,decode,16384,16384,512,1774764684952,1774764702422,17470,,34.121094,29.307384,,cmpl-9f5ed52127849f56,16384,512,200,
tok16384_s011_g128,decode,16384,16384,128,1774764698701,1774764703272,4571,,35.710938,28.002625,,cmpl-861df873f5dcd74e,16384,128,200,
tok16384_s010_g256,decode,16384,16384,256,1774764696564,1774764703521,6957,,27.175781,36.797470,,cmpl-ad89c68c859b321f,16384,256,200,
tok16384_s008_g512,decode,16384,16384,512,1774764689535,1774764708459,18924,,36.960938,27.055591,,cmpl-a7f29b9a6472252d,16384,512,200,
tok24576_s000_g128,decode,24576,24576,128,1774764703521,1774764709765,6244,,48.781250,20.499680,,cmpl-9e1e0f159f7ee425,24576,128,200,
tok16384_s011_g256,decode,16384,16384,256,1774764702422,1774764711136,8714,,34.039062,29.378012,,cmpl-a3eedc87514050fc,16384,256,200,
tok16384_s009_g512,decode,16384,16384,512,1774764694146,1774764714854,20708,,40.445312,24.724744,,cmpl-9b477eb4f7e0e609,16384,512,200,
tok24576_s000_g256,decode,24576,24576,256,1774764708459,1774764717549,9090,,35.507812,28.162816,,cmpl-a1e08569b1173f8f,24576,256,200,
tok24576_s001_g128,decode,24576,24576,128,1774764711137,1774764717596,6459,,50.460938,19.817309,,cmpl-bac20883f4151190,24576,128,200,
tok16384_s010_g512,decode,16384,16384,512,1774764698661,1774764721215,22554,,44.050781,22.701073,,cmpl-bd5d5561aa5e71c3,16384,512,200,
tok24576_s001_g256,decode,24576,24576,256,1774764714854,1774764724117,9263,,36.183594,27.636835,,cmpl-ae5e72fb5a81d370,24576,256,200,
tok24576_s002_g128,decode,24576,24576,128,1774764717596,1774764724163,6567,,51.304688,19.491396,,cmpl-8beedb79fb7afede,24576,128,200,
tok16384_s011_g512,decode,16384,16384,512,1774764703272,1774764727430,24158,,47.183594,21.193807,,cmpl-92dd80d973fd2de6,16384,512,200,
tok24576_s002_g256,decode,24576,24576,256,1774764721215,1774764730667,9452,,36.921875,27.084215,,cmpl-b88406dd7c0edaf1,24576,256,200,
tok24576_s003_g128,decode,24576,24576,128,1774764724163,1774764730875,6712,,52.437500,19.070322,,cmpl-ab2195a0baf11bd6,24576,128,200,
tok24576_s000_g512,decode,24576,24576,512,1774764709765,1774764734828,25063,,48.951172,20.428520,,cmpl-9fc53a7e0e37b412,24576,512,200,
tok24576_s003_g256,decode,24576,24576,256,1774764727430,1774764737231,9801,,38.285156,26.119784,,cmpl-8716f48f9735508a,24576,256,200,
tok24576_s004_g128,decode,24576,24576,128,1774764730875,1774764737558,6683,,52.210938,19.153075,,cmpl-b43fcfa27604789c,24576,128,200,
tok24576_s001_g512,decode,24576,24576,512,1774764717549,1774764742926,25377,,49.564453,20.175750,,cmpl-b1ce3e1223922fc5,24576,512,200,
tok24576_s005_g128,decode,24576,24576,128,1774764737558,1774764744254,6696,,52.312500,19.115890,,cmpl-856dcdc5f796642a,24576,128,200,
tok24576_s004_g256,decode,24576,24576,256,1774764734828,1774764744301,9473,,37.003906,27.024174,,cmpl-8c2eca388be3fefd,24576,256,200,
tok24576_s002_g512,decode,24576,24576,512,1774764724117,1774764749638,25521,,49.845703,20.061910,,cmpl-ac2dfc7dd7b51528,24576,512,200,
tok24576_s006_g128,decode,24576,24576,128,1774764744301,1774764751022,6721,,52.507812,19.044785,,cmpl-a3716ff7eb4df505,24576,128,200,
tok24576_s005_g256,decode,24576,24576,256,1774764742926,1774764752455,9529,,37.222656,26.865358,,cmpl-a7bce38016f76253,24576,256,200,
tok24576_s003_g512,decode,24576,24576,512,1774764730667,1774764756178,25511,,49.826172,20.069774,,cmpl-9cb0ec334e7b1806,24576,512,200,
tok24576_s006_g256,decode,24576,24576,256,1774764749638,1774764759169,9531,,37.230469,26.859721,,cmpl-bb6a66fb628d8fc1,24576,256,200,
tok24576_s007_g128,decode,24576,24576,128,1774764752455,1774764759191,6736,,52.625000,19.002375,,cmpl-86816944aa9fdd4c,24576,128,200,
tok24576_s004_g512,decode,24576,24576,512,1774764737231,1774764761798,24567,,47.982422,20.840966,,cmpl-919fcf2bddaf8e09,24576,512,200,
tok24576_s007_g256,decode,24576,24576,256,1774764756178,1774764765734,9556,,37.328125,26.789452,,cmpl-994773957312bf92,24576,256,200,
tok24576_s008_g128,decode,24576,24576,128,1774764759191,1774764765944,6753,,52.757812,18.954539,,cmpl-ada9a407a3510377,24576,128,200,
tok24576_s005_g512,decode,24576,24576,512,1774764744254,1774764769865,25611,,50.021484,19.991410,,cmpl-88098c784adb7b06,24576,512,200,
tok24576_s008_g256,decode,24576,24576,256,1774764761798,1774764772282,10484,,40.953125,24.418161,,cmpl-ae816865d11da9dd,24576,256,200,
tok24576_s009_g128,decode,24576,24576,128,1774764765944,1774764772654,6710,,52.421875,19.076006,,cmpl-bfcb6cd4a4c4c21b,24576,128,200,
tok24576_s006_g512,decode,24576,24576,512,1774764751022,1774764776593,25571,,49.943359,20.022682,,cmpl-801d9e33e2d34750,24576,512,200,
tok24576_s009_g256,decode,24576,24576,256,1774764769865,1774764779310,9445,,36.894531,27.104288,,cmpl-82d6e98cdf79d93a,24576,256,200,
tok24576_s010_g128,decode,24576,24576,128,1774764772654,1774764779332,6678,,52.171875,19.167415,,cmpl-93207b764f31424b,24576,128,200,
tok24576_s007_g512,decode,24576,24576,512,1774764759169,1774764784719,25550,,49.902344,20.039139,,cmpl-b9e0513dc7d7829f,24576,512,200,
tok24576_s011_g128,decode,24576,24576,128,1774764779332,1774764786114,6782,,52.984375,18.873489,,cmpl-8694eef751bb1e2f,24576,128,200,
tok24576_s010_g256,decode,24576,24576,256,1774764776593,1774764786115,9522,,37.195312,26.885108,,cmpl-b8b1bb10730502f3,24576,256,200,
tok24576_s008_g512,decode,24576,24576,512,1774764765734,1774764792097,26363,,51.490234,19.421158,,cmpl-bca83f6ad0505feb,24576,512,200,
tok28672_s000_g128,decode,28672,28672,128,1774764786115,1774764793870,7755,,60.585938,16.505480,,cmpl-8e0c64227dc0e6c8,28672,128,200,
tok24576_s011_g256,decode,24576,24576,256,1774764784719,1774764795290,10571,,41.292969,24.217198,,cmpl-bef080ff4d15cc67,24576,256,200,
tok24576_s009_g512,decode,24576,24576,512,1774764772282,1774764797571,25289,,49.392578,20.245957,,cmpl-99e64ea08a2ded30,24576,512,200,
tok28672_s000_g256,decode,28672,28672,256,1774764792097,1774764802789,10692,,41.765625,23.943135,,cmpl-8ccd59583b2a5684,28672,256,200,
tok28672_s001_g128,decode,28672,28672,128,1774764795290,1774764803040,7750,,60.546875,16.516129,,cmpl-a192a1483c9e078b,28672,128,200,
tok24576_s010_g512,decode,24576,24576,512,1774764779310,1774764807816,28506,,55.675781,17.961131,,cmpl-9a5b52fbc842e70e,24576,512,200,
tok28672_s001_g256,decode,28672,28672,256,1774764797571,1774764810455,12884,,50.328125,19.869606,,cmpl-9e9fd63de20ee3e4,28672,256,200,
tok28672_s002_g128,decode,28672,28672,128,1774764803040,1774764810915,7875,,61.523438,16.253968,,cmpl-a968f530c7e291c2,28672,128,200,
tok24576_s011_g512,decode,24576,24576,512,1774764786114,1774764815745,29631,,57.873047,17.279201,,cmpl-85850b2d72ed44cb,24576,512,200,
