request_id,phase,dispatch_group,dispatch_group_size,session_id,turn_id,prompt_tokens,reused_prefix_tokens_est,appended_tokens_est,reuse_ratio_est,expected_external_hit,elapsed_ms,usage_prompt_tokens,usage_completion_tokens,lmcache_requested_tokens,lmcache_hit_tokens,lmcache_vllm_hit_tokens,lmcache_hit_ratio,lmcache_remote_read_GiB,lmcache_remote_write_GiB,group_lmcache_hit_ratio,group_lmcache_remote_read_GiB,group_lmcache_remote_write_GiB,metrics_attribution_scope,tx_total_GiB,rx_total_GiB,total_transfer_GiB,peak_tx_GiB_s,peak_rx_GiB_s,peak_total_GiB_s
tb_session_07_turn_002_reuse,reuse,reuse_round_002,12,tb_session_07,2,25088,24832,256,0.989796,1,5515.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,6.960938,7.242188,dispatch_group,5.751346,48.691405,54.442751,12.084143,42.881444,42.885634
tb_session_08_turn_002_reuse,reuse,reuse_round_002,12,tb_session_08,2,25088,24832,256,0.989796,1,5515.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,6.960938,7.242188,dispatch_group,5.751346,48.691405,54.442751,12.084143,42.881444,42.885634
tb_session_09_turn_002_reuse,reuse,reuse_round_002,12,tb_session_09,2,25088,24832,256,0.989796,1,5527.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,6.960938,7.242188,dispatch_group,5.751346,48.691405,54.442751,12.084143,42.881444,42.885634
tb_session_10_turn_002_reuse,reuse,reuse_round_002,12,tb_session_10,2,25088,24832,256,0.989796,1,5526.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,6.960938,7.242188,dispatch_group,5.751346,48.691405,54.442751,12.084143,42.881444,42.885634
tb_session_11_turn_002_reuse,reuse,reuse_round_002,12,tb_session_11,2,25088,24832,256,0.989796,1,5525.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,6.960938,7.242188,dispatch_group,5.751346,48.691405,54.442751,12.084143,42.881444,42.885634
tb_session_00_turn_003_reuse,reuse,reuse_round_003,12,tb_session_00,3,25344,25088,256,0.989899,1,5546.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_01_turn_003_reuse,reuse,reuse_round_003,12,tb_session_01,3,25344,25088,256,0.989899,1,5585.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_02_turn_003_reuse,reuse,reuse_round_003,12,tb_session_02,3,25344,25088,256,0.989899,1,5584.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_03_turn_003_reuse,reuse,reuse_round_003,12,tb_session_03,3,25344,25088,256,0.989899,1,5583.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_04_turn_003_reuse,reuse,reuse_round_003,12,tb_session_04,3,25344,25088,256,0.989899,1,5581.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_05_turn_003_reuse,reuse,reuse_round_003,12,tb_session_05,3,25344,25088,256,0.989899,1,5580.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_06_turn_003_reuse,reuse,reuse_round_003,12,tb_session_06,3,25344,25088,256,0.989899,1,5579.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_07_turn_003_reuse,reuse,reuse_round_003,12,tb_session_07,3,25344,25088,256,0.989899,1,5602.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_08_turn_003_reuse,reuse,reuse_round_003,12,tb_session_08,3,25344,25088,256,0.989899,1,5600.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731286,47.882584,53.613871,7.731280,35.860621,39.056361
tb_session_09_turn_003_reuse,reuse,reuse_round_003,12,tb_session_09,3,25344,25088,256,0.989899,1,5600.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731275,47.882574,53.613849,7.731280,35.860621,39.056361
tb_session_10_turn_003_reuse,reuse,reuse_round_003,12,tb_session_10,3,25344,25088,256,0.989899,1,5598.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731275,47.882574,53.613849,7.731280,35.860621,39.056361
tb_session_11_turn_003_reuse,reuse,reuse_round_003,12,tb_session_11,3,25344,25088,256,0.989899,1,5596.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.952125,71.964844,0.632812,dispatch_group,5.731275,47.882574,53.613849,7.731280,35.860621,39.056361
tb_session_00_turn_004_reuse,reuse,reuse_round_004,12,tb_session_00,4,25600,25344,256,0.990000,1,5591.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_01_turn_004_reuse,reuse,reuse_round_004,12,tb_session_01,4,25600,25344,256,0.990000,1,5631.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_02_turn_004_reuse,reuse,reuse_round_004,12,tb_session_02,4,25600,25344,256,0.990000,1,5630.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_03_turn_004_reuse,reuse,reuse_round_004,12,tb_session_03,4,25600,25344,256,0.990000,1,5627.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_04_turn_004_reuse,reuse,reuse_round_004,12,tb_session_04,4,25600,25344,256,0.990000,1,5627.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_05_turn_004_reuse,reuse,reuse_round_004,12,tb_session_05,4,25600,25344,256,0.990000,1,5624.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_06_turn_004_reuse,reuse,reuse_round_004,12,tb_session_06,4,25600,25344,256,0.990000,1,5624.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_07_turn_004_reuse,reuse,reuse_round_004,12,tb_session_07,4,25600,25344,256,0.990000,1,5648.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_08_turn_004_reuse,reuse,reuse_round_004,12,tb_session_08,4,25600,25344,256,0.990000,1,5646.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_09_turn_004_reuse,reuse,reuse_round_004,12,tb_session_09,4,25600,25344,256,0.990000,1,5645.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_10_turn_004_reuse,reuse,reuse_round_004,12,tb_session_10,4,25600,25344,256,0.990000,1,5644.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_11_turn_004_reuse,reuse,reuse_round_004,12,tb_session_11,4,25600,25344,256,0.990000,1,5643.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,6.289267,46.148041,52.437308,7.831212,38.122432,41.327997
tb_session_00_turn_005_reuse,reuse,reuse_round_005,12,tb_session_00,5,25856,25600,256,0.990099,1,5613.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_01_turn_005_reuse,reuse,reuse_round_005,12,tb_session_01,5,25856,25600,256,0.990099,1,5653.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_02_turn_005_reuse,reuse,reuse_round_005,12,tb_session_02,5,25856,25600,256,0.990099,1,5652.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_03_turn_005_reuse,reuse,reuse_round_005,12,tb_session_03,5,25856,25600,256,0.990099,1,5650.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_04_turn_005_reuse,reuse,reuse_round_005,12,tb_session_04,5,25856,25600,256,0.990099,1,5649.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_05_turn_005_reuse,reuse,reuse_round_005,12,tb_session_05,5,25856,25600,256,0.990099,1,5648.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_06_turn_005_reuse,reuse,reuse_round_005,12,tb_session_06,5,25856,25600,256,0.990099,1,5646.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_07_turn_005_reuse,reuse,reuse_round_005,12,tb_session_07,5,25856,25600,256,0.990099,1,5669.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_08_turn_005_reuse,reuse,reuse_round_005,12,tb_session_08,5,25856,25600,256,0.990099,1,5668.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_09_turn_005_reuse,reuse,reuse_round_005,12,tb_session_09,5,25856,25600,256,0.990099,1,5667.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_10_turn_005_reuse,reuse,reuse_round_005,12,tb_session_10,5,25856,25600,256,0.990099,1,5665.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_11_turn_005_reuse,reuse,reuse_round_005,12,tb_session_11,5,25856,25600,256,0.990099,1,5664.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.070758,48.691406,0.597656,dispatch_group,5.695541,47.612210,53.307751,4.295352,34.604733,37.791859
tb_session_01_turn_000_seed,seed,seed_tb_session_01,1,tb_session_01,0,24576,0,24576,0.000000,0,655.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.445404,3.840852,4.286256,3.519747,28.299354,31.819100
tb_session_02_turn_000_seed,seed,seed_tb_session_02,1,tb_session_02,0,24576,0,24576,0.000000,0,619.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.446694,3.603910,4.050605,3.189081,28.454744,31.579424
tb_session_03_turn_000_seed,seed,seed_tb_session_03,1,tb_session_03,0,24576,0,24576,0.000000,0,621.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,45.386719,0.386719,dispatch_group,0.444769,3.771402,4.216171,3.629829,27.720956,31.307153
tb_session_04_turn_000_seed,seed,seed_tb_session_04,1,tb_session_04,0,24576,0,24576,0.000000,0,618.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.406249,3.984148,4.390397,3.188476,28.126547,31.315022
tb_session_05_turn_000_seed,seed,seed_tb_session_05,1,tb_session_05,0,24576,0,24576,0.000000,0,618.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.440465,3.755005,4.195469,3.215065,29.867421,33.027351
tb_session_06_turn_000_seed,seed,seed_tb_session_06,1,tb_session_06,0,24576,0,24576,0.000000,0,632.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.436767,3.990250,4.427017,3.569805,28.092320,31.569459
tb_session_07_turn_000_seed,seed,seed_tb_session_07,1,tb_session_07,0,24576,0,24576,0.000000,0,618.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.445560,3.795028,4.240588,3.308430,39.148889,42.457318
tb_session_08_turn_000_seed,seed,seed_tb_session_08,1,tb_session_08,0,24576,0,24576,0.000000,0,617.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,20.250000,0.000000,dispatch_group,0.394397,3.908290,4.302687,3.203936,28.573674,31.263055
tb_session_09_turn_000_seed,seed,seed_tb_session_09,1,tb_session_09,0,24576,0,24576,0.000000,0,617.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.480459,3.551476,4.031935,3.721937,28.133485,31.855422
tb_session_10_turn_000_seed,seed,seed_tb_session_10,1,tb_session_10,0,24576,0,24576,0.000000,0,632.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.443500,3.721790,4.165291,3.204913,30.386168,33.575761
tb_session_11_turn_000_seed,seed,seed_tb_session_11,1,tb_session_11,0,24576,0,24576,0.000000,0,615.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.478052,3.363158,3.841210,3.656139,27.741631,30.922330
