request_id,phase,dispatch_group,dispatch_group_size,session_id,turn_id,prompt_tokens,reused_prefix_tokens_est,appended_tokens_est,reuse_ratio_est,expected_external_hit,elapsed_ms,usage_prompt_tokens,usage_completion_tokens,lmcache_requested_tokens,lmcache_hit_tokens,lmcache_vllm_hit_tokens,lmcache_hit_ratio,lmcache_remote_read_GiB,lmcache_remote_write_GiB,group_lmcache_hit_ratio,group_lmcache_remote_read_GiB,group_lmcache_remote_write_GiB,metrics_attribution_scope,tx_total_GiB,rx_total_GiB,total_transfer_GiB,peak_tx_GiB_s,peak_rx_GiB_s,peak_total_GiB_s
tb_session_04_turn_002_reuse,reuse,reuse_round_002,8,tb_session_04,2,25088,24832,256,0.989796,1,3786.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.076190,3.691406,7.945312,dispatch_group,3.582287,30.211770,33.794056,3.933766,34.072576,37.238653
tb_session_05_turn_002_reuse,reuse,reuse_round_002,8,tb_session_05,2,25088,24832,256,0.989796,1,3786.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.076190,3.691406,7.945312,dispatch_group,3.582287,30.211770,33.794056,3.933766,34.072576,37.238653
tb_session_06_turn_002_reuse,reuse,reuse_round_002,8,tb_session_06,2,25088,24832,256,0.989796,1,3784.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.076190,3.691406,7.945312,dispatch_group,3.582287,30.211770,33.794056,3.933766,34.072576,37.238653
tb_session_07_turn_002_reuse,reuse,reuse_round_002,8,tb_session_07,2,25088,24832,256,0.989796,1,3783.000000,25088,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.076190,3.691406,7.945312,dispatch_group,3.582287,30.211770,33.794056,3.933766,34.072576,37.238653
tb_session_00_turn_003_reuse,reuse,reuse_round_003,8,tb_session_00,3,25344,25088,256,0.989899,1,3732.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_01_turn_003_reuse,reuse,reuse_round_003,8,tb_session_01,3,25344,25088,256,0.989899,1,3764.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_02_turn_003_reuse,reuse,reuse_round_003,8,tb_session_02,3,25344,25088,256,0.989899,1,3762.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_03_turn_003_reuse,reuse,reuse_round_003,8,tb_session_03,3,25344,25088,256,0.989899,1,3760.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_04_turn_003_reuse,reuse,reuse_round_003,8,tb_session_04,3,25344,25088,256,0.989899,1,3759.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_05_turn_003_reuse,reuse,reuse_round_003,8,tb_session_05,3,25344,25088,256,0.989899,1,3757.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_06_turn_003_reuse,reuse,reuse_round_003,8,tb_session_06,3,25344,25088,256,0.989899,1,3756.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_07_turn_003_reuse,reuse,reuse_round_003,8,tb_session_07,3,25344,25088,256,0.989899,1,3762.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,3.971882,30.587013,34.558895,4.307134,43.618306,46.791554
tb_session_00_turn_004_reuse,reuse,reuse_round_004,8,tb_session_00,4,25600,25344,256,0.990000,1,3854.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_01_turn_004_reuse,reuse,reuse_round_004,8,tb_session_01,4,25600,25344,256,0.990000,1,3885.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_02_turn_004_reuse,reuse,reuse_round_004,8,tb_session_02,4,25600,25344,256,0.990000,1,3884.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_03_turn_004_reuse,reuse,reuse_round_004,8,tb_session_03,4,25600,25344,256,0.990000,1,3883.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_04_turn_004_reuse,reuse,reuse_round_004,8,tb_session_04,4,25600,25344,256,0.990000,1,3881.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_05_turn_004_reuse,reuse,reuse_round_004,8,tb_session_05,4,25600,25344,256,0.990000,1,3880.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_06_turn_004_reuse,reuse,reuse_round_004,8,tb_session_06,4,25600,25344,256,0.990000,1,3879.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_07_turn_004_reuse,reuse,reuse_round_004,8,tb_session_07,4,25600,25344,256,0.990000,1,3885.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.998719,54.878906,0.562500,dispatch_group,4.115344,31.780229,35.895573,9.664380,40.324218,43.528107
tb_session_00_turn_005_reuse,reuse,reuse_round_005,8,tb_session_00,5,25856,25600,256,0.990099,1,3914.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047529,32.572436,36.619964,7.731327,37.252716,40.440447
tb_session_01_turn_005_reuse,reuse,reuse_round_005,8,tb_session_01,5,25856,25600,256,0.990099,1,3945.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047529,32.572436,36.619964,7.731327,37.252716,40.440447
tb_session_02_turn_005_reuse,reuse,reuse_round_005,8,tb_session_02,5,25856,25600,256,0.990099,1,3945.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047529,32.572436,36.619964,7.731327,37.252716,40.440447
tb_session_03_turn_005_reuse,reuse,reuse_round_005,8,tb_session_03,5,25856,25600,256,0.990099,1,3944.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047529,32.572436,36.619964,7.731327,37.252716,40.440447
tb_session_04_turn_005_reuse,reuse,reuse_round_005,8,tb_session_04,5,25856,25600,256,0.990099,1,3942.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047493,32.572163,36.619656,7.731327,37.252716,40.440447
tb_session_05_turn_005_reuse,reuse,reuse_round_005,8,tb_session_05,5,25856,25600,256,0.990099,1,3940.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047493,32.572163,36.619656,7.731327,37.252716,40.440447
tb_session_06_turn_005_reuse,reuse,reuse_round_005,8,tb_session_06,5,25856,25600,256,0.990099,1,3939.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047493,32.572163,36.619656,7.731327,37.252716,40.440447
tb_session_07_turn_005_reuse,reuse,reuse_round_005,8,tb_session_07,5,25856,25600,256,0.990099,1,3944.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,4.047493,32.572163,36.619656,7.731327,37.252716,40.440447
tb_session_01_turn_000_seed,seed,seed_tb_session_01,1,tb_session_01,0,24576,0,24576,0.000000,0,640.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.066398,52.417969,0.562500,dispatch_group,0.442921,3.573916,4.016836,3.253855,28.055906,31.216954
tb_session_02_turn_000_seed,seed,seed_tb_session_02,1,tb_session_02,0,24576,0,24576,0.000000,0,621.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.419023,4.265133,4.684156,3.202632,36.641397,39.811479
tb_session_03_turn_000_seed,seed,seed_tb_session_03,1,tb_session_03,0,24576,0,24576,0.000000,0,620.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.434278,3.738789,4.173067,3.277277,27.942331,31.145103
tb_session_04_turn_000_seed,seed,seed_tb_session_04,1,tb_session_04,0,24576,0,24576,0.000000,0,619.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.471438,3.538530,4.009968,3.481469,28.189597,31.125590
tb_session_05_turn_000_seed,seed,seed_tb_session_05,1,tb_session_05,0,24576,0,24576,0.000000,0,618.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.447025,3.690892,4.137917,3.210781,28.128922,31.338632
tb_session_06_turn_000_seed,seed,seed_tb_session_06,1,tb_session_06,0,24576,0,24576,0.000000,0,620.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.000000,20.250000,0.000000,dispatch_group,0.486889,3.595193,4.082082,3.979168,28.330646,32.309813
tb_session_07_turn_000_seed,seed,seed_tb_session_07,1,tb_session_07,0,24576,0,24576,0.000000,0,619.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.411160,4.134694,4.545855,3.216601,33.676810,36.873947
