request_id,phase,dispatch_group,dispatch_group_size,session_id,turn_id,prompt_tokens,reused_prefix_tokens_est,appended_tokens_est,reuse_ratio_est,expected_external_hit,max_tokens,source_dataset,source_row_index,source_row_id,source_row_name,source_num_steps,source_total_tokens,submit_ts_unix_ms,response_finish_ts_unix_ms,post_metrics_ts_unix_ms,elapsed_ms,group_submit_ts_unix_ms,group_response_finish_ts_unix_ms,group_post_metrics_ts_unix_ms,group_elapsed_ms,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error,metrics_error,lmcache_requested_tokens,lmcache_hit_tokens,lmcache_vllm_hit_tokens,lmcache_remote_read_bytes,lmcache_remote_write_bytes,lmcache_remote_read_requests,lmcache_remote_write_requests,lmcache_hit_ratio,lmcache_remote_read_GiB,lmcache_remote_write_GiB,group_lmcache_requested_tokens,group_lmcache_hit_tokens,group_lmcache_vllm_hit_tokens,group_lmcache_remote_read_bytes,group_lmcache_remote_write_bytes,group_lmcache_remote_read_requests,group_lmcache_remote_write_requests,group_lmcache_hit_ratio,group_lmcache_remote_read_GiB,group_lmcache_remote_write_GiB,metrics_attribution_scope
tb_session_01_turn_002_reuse,reuse,reuse_round_002,8,tb_session_01,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015879095,1775015882858,1775015884111,3763,1775015879093,1775015882887,1775015884111,3794,cmpl-adf87361376075a1,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_02_turn_002_reuse,reuse,reuse_round_002,8,tb_session_02,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,534,926cd05d-a646-4d89-a419-00d3e0e47813,adaptive-rejection-sampler,48,47396,1775015879097,1775015882886,1775015884111,3789,1775015879093,1775015882887,1775015884111,3794,cmpl-a3a7d05aa4607d11,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_03_turn_002_reuse,reuse,reuse_round_002,8,tb_session_03,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,925,66a2bc88-1106-47ae-83c4-08a16b336328,bn-fit-modify,60,45527,1775015879098,1775015882886,1775015884111,3788,1775015879093,1775015882887,1775015884111,3794,cmpl-9b72c4f4b76aadc6,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_04_turn_002_reuse,reuse,reuse_round_002,8,tb_session_04,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015879100,1775015882886,1775015884111,3786,1775015879093,1775015882887,1775015884111,3794,cmpl-b41659a9a756aed4,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_05_turn_002_reuse,reuse,reuse_round_002,8,tb_session_05,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015879101,1775015882887,1775015884111,3786,1775015879093,1775015882887,1775015884111,3794,cmpl-b52f8302755825fb,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_06_turn_002_reuse,reuse,reuse_round_002,8,tb_session_06,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015879102,1775015882886,1775015884111,3784,1775015879093,1775015882887,1775015884111,3794,cmpl-82a21d2ec1e02ae5,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_07_turn_002_reuse,reuse,reuse_round_002,8,tb_session_07,2,25088,24832,256,0.9897959183673469,1,16,yoonholee/terminalbench-trajectories,551,90dc81c5-88cf-4807-a8d2-17618d3c32ab,adaptive-rejection-sampler,14,37374,1775015879103,1775015882886,1775015884111,3783,1775015879093,1775015882887,1775015884111,3794,cmpl-a673304173d0c4dd,25088,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,26880,2048,0,3963617280,8531214336,3,226,0.0761904761904762,3.69140625,7.9453125,dispatch_group
tb_session_00_turn_003_reuse,reuse,reuse_round_003,8,tb_session_00,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,928,e2efa762-2993-4757-93cf-95438881fe2a,bn-fit-modify,86,54155,1775015884135,1775015887867,1775015889131,3732,1775015884134,1775015887906,1775015889131,3772,cmpl-9468c43cff6b805a,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_01_turn_003_reuse,reuse,reuse_round_003,8,tb_session_01,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015884136,1775015887900,1775015889131,3764,1775015884134,1775015887906,1775015889131,3772,cmpl-9888f6dc0a9ade5c,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_02_turn_003_reuse,reuse,reuse_round_003,8,tb_session_02,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,534,926cd05d-a646-4d89-a419-00d3e0e47813,adaptive-rejection-sampler,48,47396,1775015884138,1775015887900,1775015889131,3762,1775015884134,1775015887906,1775015889131,3772,cmpl-8b46d92d0618a664,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_03_turn_003_reuse,reuse,reuse_round_003,8,tb_session_03,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,925,66a2bc88-1106-47ae-83c4-08a16b336328,bn-fit-modify,60,45527,1775015884139,1775015887899,1775015889131,3760,1775015884134,1775015887906,1775015889131,3772,cmpl-9640caa88bac6b65,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_04_turn_003_reuse,reuse,reuse_round_003,8,tb_session_04,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015884140,1775015887899,1775015889131,3759,1775015884134,1775015887906,1775015889131,3772,cmpl-8afb525e5d4cc9c3,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_05_turn_003_reuse,reuse,reuse_round_003,8,tb_session_05,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015884142,1775015887899,1775015889131,3757,1775015884134,1775015887906,1775015889131,3772,cmpl-b510282172d763fd,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_06_turn_003_reuse,reuse,reuse_round_003,8,tb_session_06,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015884143,1775015887899,1775015889131,3756,1775015884134,1775015887906,1775015889131,3772,cmpl-b31bb9c835e39a9b,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_07_turn_003_reuse,reuse,reuse_round_003,8,tb_session_07,3,25344,25088,256,0.98989898989899,1,16,yoonholee/terminalbench-trajectories,551,90dc81c5-88cf-4807-a8d2-17618d3c32ab,adaptive-rejection-sampler,14,37374,1775015884144,1775015887906,1775015889131,3762,1775015884134,1775015887906,1775015889131,3772,cmpl-9cf4ef5e3b863b1a,25344,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_00_turn_004_reuse,reuse,reuse_round_004,8,tb_session_00,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,928,e2efa762-2993-4757-93cf-95438881fe2a,bn-fit-modify,86,54155,1775015889155,1775015893009,1775015894279,3854,1775015889154,1775015893048,1775015894279,3894,cmpl-97b8c307e48c2097,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_01_turn_004_reuse,reuse,reuse_round_004,8,tb_session_01,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015889156,1775015893041,1775015894279,3885,1775015889154,1775015893048,1775015894279,3894,cmpl-94fa0d1f54a4d8b3,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_02_turn_004_reuse,reuse,reuse_round_004,8,tb_session_02,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,534,926cd05d-a646-4d89-a419-00d3e0e47813,adaptive-rejection-sampler,48,47396,1775015889157,1775015893041,1775015894279,3884,1775015889154,1775015893048,1775015894279,3894,cmpl-9bd11e4efb1d2781,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_03_turn_004_reuse,reuse,reuse_round_004,8,tb_session_03,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,925,66a2bc88-1106-47ae-83c4-08a16b336328,bn-fit-modify,60,45527,1775015889158,1775015893041,1775015894279,3883,1775015889154,1775015893048,1775015894279,3894,cmpl-aab30b7a54976abe,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_04_turn_004_reuse,reuse,reuse_round_004,8,tb_session_04,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015889160,1775015893041,1775015894279,3881,1775015889154,1775015893048,1775015894279,3894,cmpl-bebb73d518773c7d,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_05_turn_004_reuse,reuse,reuse_round_004,8,tb_session_05,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015889161,1775015893041,1775015894279,3880,1775015889154,1775015893048,1775015894279,3894,cmpl-9d916756cc054951,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_06_turn_004_reuse,reuse,reuse_round_004,8,tb_session_06,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015889162,1775015893041,1775015894279,3879,1775015889154,1775015893048,1775015894279,3894,cmpl-b667491e7cdcd1c1,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_07_turn_004_reuse,reuse,reuse_round_004,8,tb_session_07,4,25600,25344,256,0.99,1,16,yoonholee/terminalbench-trajectories,551,90dc81c5-88cf-4807-a8d2-17618d3c32ab,adaptive-rejection-sampler,14,37374,1775015889163,1775015893048,1775015894279,3885,1775015889154,1775015893048,1775015894279,3894,cmpl-8f1b7e9e27d85ca1,25600,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,399616,399104,0,58925776896,603979776,16,16,0.9987187700192185,54.87890625,0.5625,dispatch_group
tb_session_00_turn_005_reuse,reuse,reuse_round_005,8,tb_session_00,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,928,e2efa762-2993-4757-93cf-95438881fe2a,bn-fit-modify,86,54155,1775015894303,1775015898217,1775015899484,3914,1775015894303,1775015898257,1775015899484,3954,cmpl-9626869569223955,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_01_turn_005_reuse,reuse,reuse_round_005,8,tb_session_01,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015894305,1775015898250,1775015899484,3945,1775015894303,1775015898257,1775015899484,3954,cmpl-8a8a4ff289051971,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_02_turn_005_reuse,reuse,reuse_round_005,8,tb_session_02,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,534,926cd05d-a646-4d89-a419-00d3e0e47813,adaptive-rejection-sampler,48,47396,1775015894306,1775015898251,1775015899484,3945,1775015894303,1775015898257,1775015899484,3954,cmpl-863c7596d2e63e68,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_03_turn_005_reuse,reuse,reuse_round_005,8,tb_session_03,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,925,66a2bc88-1106-47ae-83c4-08a16b336328,bn-fit-modify,60,45527,1775015894307,1775015898251,1775015899484,3944,1775015894303,1775015898257,1775015899484,3954,cmpl-9d896a540e017876,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_04_turn_005_reuse,reuse,reuse_round_005,8,tb_session_04,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015894309,1775015898251,1775015899484,3942,1775015894303,1775015898257,1775015899484,3954,cmpl-8f93b4740d6dc6b8,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_05_turn_005_reuse,reuse,reuse_round_005,8,tb_session_05,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015894310,1775015898250,1775015899484,3940,1775015894303,1775015898257,1775015899484,3954,cmpl-813d9af44801312e,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_06_turn_005_reuse,reuse,reuse_round_005,8,tb_session_06,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015894312,1775015898251,1775015899484,3939,1775015894303,1775015898257,1775015899484,3954,cmpl-bfeb0288b0436377,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_07_turn_005_reuse,reuse,reuse_round_005,8,tb_session_07,5,25856,25600,256,0.9900990099009901,1,16,yoonholee/terminalbench-trajectories,551,90dc81c5-88cf-4807-a8d2-17618d3c32ab,adaptive-rejection-sampler,14,37374,1775015894313,1775015898257,1775015899484,3944,1775015894303,1775015898257,1775015899484,3954,cmpl-8af0759464f8bc5d,25856,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_01_turn_000_seed,seed,seed_tb_session_01,1,tb_session_01,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,275,1b7f4d3c-01fe-4cb7-bdcf-647d5e9d0fe2,adaptive-rejection-sampler,149,47406,1775015899510,1775015900150,1775015901376,640,1775015899510,1775015900150,1775015901376,640,cmpl-a60b822f5f074d4a,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,381696,407040,0,56283365376,603979776,15,16,1.0663983903420524,52.41796875,0.5625,dispatch_group
tb_session_02_turn_000_seed,seed,seed_tb_session_02,1,tb_session_02,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,534,926cd05d-a646-4d89-a419-00d3e0e47813,adaptive-rejection-sampler,48,47396,1775015901400,1775015902021,1775015903246,621,1775015901399,1775015902021,1775015903246,622,cmpl-9bec1013e289cb87,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_03_turn_000_seed,seed,seed_tb_session_03,1,tb_session_03,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,925,66a2bc88-1106-47ae-83c4-08a16b336328,bn-fit-modify,60,45527,1775015903270,1775015903890,1775015905115,620,1775015903270,1775015903890,1775015905115,620,cmpl-97743b9e8678d676,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_04_turn_000_seed,seed,seed_tb_session_04,1,tb_session_04,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,277,a5c20ce4-9531-4659-9b87-db43caf205d2,adaptive-rejection-sampler,147,44694,1775015905140,1775015905759,1775015906985,619,1775015905139,1775015905759,1775015906985,620,cmpl-a61e9c219e678014,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_05_turn_000_seed,seed,seed_tb_session_05,1,tb_session_05,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,385,39b4dc94-ce41-4dac-af99-4abd0404f602,adaptive-rejection-sampler,71,44527,1775015907009,1775015907627,1775015908853,618,1775015907008,1775015907627,1775015908853,619,cmpl-80a86704fb11ccba,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
tb_session_06_turn_000_seed,seed,seed_tb_session_06,1,tb_session_06,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,375,57212867-f8b4-4520-a0c4-eb5de38684dc,adaptive-rejection-sampler,60,39329,1775015908877,1775015909497,1775015910723,620,1775015908877,1775015909497,1775015910723,620,cmpl-bc33fd125e8a1c6f,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,147456,147456,0,21743271936,0,6,0,1.0,20.25,0.0,dispatch_group
tb_session_07_turn_000_seed,seed,seed_tb_session_07,1,tb_session_07,0,24576,0,24576,0.0,0,16,yoonholee/terminalbench-trajectories,551,90dc81c5-88cf-4807-a8d2-17618d3c32ab,adaptive-rejection-sampler,14,37374,1775015910747,1775015911366,1775015912592,619,1775015910747,1775015911366,1775015912592,619,cmpl-a88a79938d76fba3,24576,16,200,,,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,dispatch_group
