request_id,phase,dispatch_group,dispatch_group_size,session_id,turn_id,prompt_tokens,reused_prefix_tokens_est,appended_tokens_est,reuse_ratio_est,expected_external_hit,elapsed_ms,usage_prompt_tokens,usage_completion_tokens,lmcache_requested_tokens,lmcache_hit_tokens,lmcache_vllm_hit_tokens,lmcache_hit_ratio,lmcache_remote_read_GiB,lmcache_remote_write_GiB,group_lmcache_hit_ratio,group_lmcache_remote_read_GiB,group_lmcache_remote_write_GiB,metrics_attribution_scope,tx_total_GiB,rx_total_GiB,total_transfer_GiB,peak_tx_GiB_s,peak_rx_GiB_s,peak_total_GiB_s
tb_session_01_turn_003_reuse,reuse,reuse_round_003,4,tb_session_01,3,25344,25088,256,0.989899,1,2142.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,2.049944,15.077062,17.127007,5.800928,31.043542,34.203380
tb_session_02_turn_003_reuse,reuse,reuse_round_003,4,tb_session_02,3,25344,25088,256,0.989899,1,2140.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,2.049944,15.077062,17.127007,5.800928,31.043542,34.203380
tb_session_03_turn_003_reuse,reuse,reuse_round_003,4,tb_session_03,3,25344,25088,256,0.989899,1,2138.000000,25344,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,2.049944,15.077062,17.127007,5.800928,31.043542,34.203380
tb_session_00_turn_004_reuse,reuse,reuse_round_004,4,tb_session_00,4,25600,25344,256,0.990000,1,2127.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.915745,37.828125,0.738281,dispatch_group,2.197301,14.958198,17.155499,5.801115,30.452106,33.613898
tb_session_01_turn_004_reuse,reuse,reuse_round_004,4,tb_session_01,4,25600,25344,256,0.990000,1,2145.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.915745,37.828125,0.738281,dispatch_group,2.197301,14.958198,17.155499,5.801115,30.452106,33.613898
tb_session_02_turn_004_reuse,reuse,reuse_round_004,4,tb_session_02,4,25600,25344,256,0.990000,1,2144.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.915745,37.828125,0.738281,dispatch_group,2.197301,14.958198,17.155499,5.801115,30.452106,33.613898
tb_session_03_turn_004_reuse,reuse,reuse_round_004,4,tb_session_03,4,25600,25344,256,0.990000,1,2143.000000,25600,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.915745,37.828125,0.738281,dispatch_group,2.197301,14.958198,17.155499,5.801115,30.452106,33.613898
tb_session_00_turn_005_reuse,reuse,reuse_round_005,4,tb_session_00,5,25856,25600,256,0.990099,1,2034.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,1.874437,16.486695,18.361132,3.541447,38.930774,40.562450
tb_session_01_turn_005_reuse,reuse,reuse_round_005,4,tb_session_01,5,25856,25600,256,0.990099,1,2052.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,1.874437,16.486695,18.361132,3.541447,38.930774,40.562450
tb_session_02_turn_005_reuse,reuse,reuse_round_005,4,tb_session_02,5,25856,25600,256,0.990099,1,2051.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,1.874437,16.486695,18.361132,3.541447,38.930774,40.562450
tb_session_03_turn_005_reuse,reuse,reuse_round_005,4,tb_session_03,5,25856,25600,256,0.990099,1,2049.000000,25856,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,1.874437,16.486695,18.361132,3.541447,38.930774,40.562450
tb_session_01_turn_000_seed,seed,seed_tb_session_01,1,tb_session_01,0,24576,0,24576,0.000000,0,628.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.434822,3.901135,4.335958,3.650970,27.990574,31.641544
tb_session_02_turn_000_seed,seed,seed_tb_session_02,1,tb_session_02,0,24576,0,24576,0.000000,0,617.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000,dispatch_group,0.430290,3.761419,4.191709,3.200955,28.318912,31.519867
tb_session_03_turn_000_seed,seed,seed_tb_session_03,1,tb_session_03,0,24576,0,24576,0.000000,0,637.000000,24576,16,-1,-1,-1,-1.000000,-1.000000,-1.000000,1.143895,27.667969,0.246094,dispatch_group,0.433734,3.748715,4.182448,3.237975,27.981400,31.219376
