sample_id,mode,prompt_tokens,context_tokens,generated_tokens,submit_ts_unix_ms,finish_ts_unix_ms,elapsed_ms,effective_prefill_ms,decode_ms_per_token,decode_tps,prefill_tps,response_id,usage_prompt_tokens,usage_completion_tokens,http_status,error
tok4096_s004_g512,decode,4096,4096,512,1774765419321,1774765427210,7889,,15.408203,64.900494,,cmpl-9768b4c5def79951,4096,512,200,
tok4096_s007_g256,decode,4096,4096,256,1774765425301,1774765429235,3934,,15.367188,65.073716,,cmpl-8cd3e19023ba257f,4096,256,200,
tok4096_s008_g128,decode,4096,4096,128,1774765427186,1774765429263,2077,,16.226562,61.627347,,cmpl-a9070e15058810ad,4096,128,200,
tok4096_s005_g512,decode,4096,4096,512,1774765421444,1774765429307,7863,,15.357422,65.115096,,cmpl-8a15eed6f42c97d8,4096,512,200,
tok4096_s008_g256,decode,4096,4096,256,1774765427210,1774765431308,4098,,16.007812,62.469497,,cmpl-a91af674f9a79774,4096,256,200,
tok4096_s009_g128,decode,4096,4096,128,1774765429263,1774765431349,2086,,16.296875,61.361457,,cmpl-9350e53f4c886304,4096,128,200,
tok4096_s006_g512,decode,4096,4096,512,1774765423591,1774765431778,8187,,15.990234,62.538170,,cmpl-a8102d27772eb5ef,4096,512,200,
tok4096_s009_g256,decode,4096,4096,256,1774765429308,1774765433397,4089,,15.972656,62.606994,,cmpl-8f9ff8b0d9eb334b,4096,256,200,
tok4096_s010_g128,decode,4096,4096,128,1774765431349,1774765433437,2088,,16.312500,61.302682,,cmpl-9eb37fb0f8e2bbf2,4096,128,200,
tok4096_s007_g512,decode,4096,4096,512,1774765427125,1774765435321,8196,,16.007812,62.469497,,cmpl-bc42e61978c06caa,4096,512,200,
tok4096_s011_g128,decode,4096,4096,128,1774765433437,1774765435552,2115,,16.523438,60.520095,,cmpl-99e670d44c9ad58a,4096,128,200,
tok4096_s010_g256,decode,4096,4096,256,1774765431778,1774765435592,3814,,14.898438,67.121133,,cmpl-85eeef0195bca1ab,4096,256,200,
tok4096_s008_g512,decode,4096,4096,512,1774765429236,1774765437934,8698,,16.988281,58.864107,,cmpl-a89936f6c61ffbe6,4096,512,200,
tok8192_s000_g128,decode,8192,8192,128,1774765435592,1774765438242,2650,,20.703125,48.301887,,cmpl-95f5733929d30096,8192,128,200,
tok4096_s011_g256,decode,4096,4096,256,1774765435321,1774765439732,4411,,17.230469,58.036726,,cmpl-852cc5a6e92d88a5,4096,256,200,
tok4096_s009_g512,decode,4096,4096,512,1774765431308,1774765440149,8841,,17.267578,57.912001,,cmpl-b2d0b1e90942de30,4096,512,200,
tok8192_s001_g128,decode,8192,8192,128,1774765439732,1774765442476,2744,,21.437500,46.647230,,cmpl-914dfa33b761bcba,8192,128,200,
tok8192_s000_g256,decode,8192,8192,256,1774765437934,1774765442476,4542,,17.742188,56.362836,,cmpl-889f2ee8cc04f820,8192,256,200,
tok4096_s010_g512,decode,4096,4096,512,1774765433397,1774765442515,9118,,17.808594,56.152665,,cmpl-a258451dfc960d41,4096,512,200,
tok8192_s001_g256,decode,8192,8192,256,1774765440149,1774765445137,4988,,19.484375,51.323176,,cmpl-b59c147eaf608203,8192,256,200,
tok8192_s002_g128,decode,8192,8192,128,1774765442476,1774765445266,2790,,21.796875,45.878136,,cmpl-9ae555edda001c56,8192,128,200,
tok4096_s011_g512,decode,4096,4096,512,1774765435552,1774765445311,9759,,19.060547,52.464392,,cmpl-ac9eac6e158f1933,4096,512,200,
tok8192_s002_g256,decode,8192,8192,256,1774765442515,1774765447941,5426,,21.195312,47.180243,,cmpl-a1ba9d7ca4307ffa,8192,256,200,
tok8192_s003_g128,decode,8192,8192,128,1774765445266,1774765448056,2790,,21.796875,45.878136,,cmpl-b5a9821eebdd7cd7,8192,128,200,
tok8192_s000_g512,decode,8192,8192,512,1774765438242,1774765448694,10452,,20.414062,48.985840,,cmpl-bc8fde3df6d6d785,8192,512,200,
tok8192_s003_g256,decode,8192,8192,256,1774765445311,1774765450754,5443,,21.261719,47.032886,,cmpl-b714a7507cfe64d9,8192,256,200,
tok8192_s004_g128,decode,8192,8192,128,1774765448056,1774765450869,2813,,21.976562,45.503022,,cmpl-86cf3db4f4061f59,8192,128,200,
tok8192_s001_g512,decode,8192,8192,512,1774765442476,1774765453382,10906,,21.300781,46.946635,,cmpl-9ff8efc0591b951d,8192,512,200,
tok8192_s004_g256,decode,8192,8192,256,1774765448694,1774765453636,4942,,19.304688,51.800890,,cmpl-b67d5a5dfa0c2f0e,8192,256,200,
tok8192_s005_g128,decode,8192,8192,128,1774765450869,1774765453726,2857,,22.320312,44.802240,,cmpl-85597f02b19dae10,8192,128,200,
tok8192_s002_g512,decode,8192,8192,512,1774765445137,1774765456062,10925,,21.337891,46.864989,,cmpl-85556ad3b9bd2c61,8192,512,200,
tok8192_s006_g128,decode,8192,8192,128,1774765453726,1774765456561,2835,,22.148438,45.149912,,cmpl-8070bffd1ab2dda6,8192,128,200,
tok8192_s003_g512,decode,8192,8192,512,1774765447941,1774765458135,10194,,19.910156,50.225623,,cmpl-8891003bbedbdd1e,8192,512,200,
tok8192_s005_g256,decode,8192,8192,256,1774765453382,1774765458149,4767,,18.621094,53.702538,,cmpl-b77d1ec95524a47e,8192,256,200,
tok8192_s006_g256,decode,8192,8192,256,1774765456063,1774765460765,4702,,18.367188,54.444917,,cmpl-83a0ad72b51d3c18,8192,256,200,
tok8192_s007_g128,decode,8192,8192,128,1774765458135,1774765460927,2792,,21.812500,45.845272,,cmpl-800fb3d8b2df4832,8192,128,200,
tok8192_s004_g512,decode,8192,8192,512,1774765450754,1774765460941,10187,,19.896484,50.260135,,cmpl-a72a48d452f5f0c5,8192,512,200,
tok8192_s007_g256,decode,8192,8192,256,1774765458149,1774765463609,5460,,21.328125,46.886447,,cmpl-bd67734da26c3df8,8192,256,200,
tok8192_s008_g128,decode,8192,8192,128,1774765460927,1774765463725,2798,,21.859375,45.746962,,cmpl-a42f0de16fb252c4,8192,128,200,
tok8192_s005_g512,decode,8192,8192,512,1774765453636,1774765463771,10135,,19.794922,50.518007,,cmpl-b09edc940d80a893,8192,512,200,
tok8192_s008_g256,decode,8192,8192,256,1774765460941,1774765466418,5477,,21.394531,46.740917,,cmpl-90bca85b6f3b6a76,8192,256,200,
tok8192_s009_g128,decode,8192,8192,128,1774765463725,1774765466533,2808,,21.937500,45.584046,,cmpl-977d575b6fa9212c,8192,128,200,
tok8192_s006_g512,decode,8192,8192,512,1774765456561,1774765467421,10860,,21.210938,47.145488,,cmpl-9f899c06d75aab48,8192,512,200,
tok8192_s009_g256,decode,8192,8192,256,1774765463771,1774765469243,5472,,21.375000,46.783626,,cmpl-8d049c74f8a1edb9,8192,256,200,
tok8192_s010_g128,decode,8192,8192,128,1774765466533,1774765469359,2826,,22.078125,45.293701,,cmpl-b29513fc5291f4b7,8192,128,200,
tok8192_s007_g512,decode,8192,8192,512,1774765460765,1774765471656,10891,,21.271484,47.011294,,cmpl-94e4813461e17979,8192,512,200,
tok8192_s011_g128,decode,8192,8192,128,1774765469359,1774765472203,2844,,22.218750,45.007032,,cmpl-a3d6b6dcb1db9292,8192,128,200,
tok8192_s010_g256,decode,8192,8192,256,1774765467421,1774765472204,4783,,18.683594,53.522894,,cmpl-ac05d1de98a4f92e,8192,256,200,
tok8192_s008_g512,decode,8192,8192,512,1774765463609,1774765475690,12081,,23.595703,42.380598,,cmpl-9e510b6149a3babd,8192,512,200,
tok16384_s000_g128,decode,16384,16384,128,1774765472204,1774765476377,4173,,32.601562,30.673376,,cmpl-b4d4a2532fde8e0f,16384,128,200,
tok8192_s011_g256,decode,8192,8192,256,1774765471656,1774765477800,6144,,24.000000,41.666667,,cmpl-8cd4b2c710e14381,8192,256,200,
tok8192_s009_g512,decode,8192,8192,512,1774765466418,1774765479820,13402,,26.175781,38.203253,,cmpl-975aa0767772c671,8192,512,200,
tok16384_s000_g256,decode,16384,16384,256,1774765475690,1774765482151,6461,,25.238281,39.622349,,cmpl-b0c23106fd6746a8,16384,256,200,
tok16384_s001_g128,decode,16384,16384,128,1774765477800,1774765482168,4368,,34.125000,29.304029,,cmpl-8ee4342b2d4d7662,16384,128,200,
tok8192_s010_g512,decode,8192,8192,512,1774765469243,1774765483106,13863,,27.076172,36.932843,,cmpl-a8117a74f94cb1e3,8192,512,200,
tok16384_s001_g256,decode,16384,16384,256,1774765479820,1774765486450,6630,,25.898438,38.612368,,cmpl-ac63a48316ce7527,16384,256,200,
tok16384_s002_g128,decode,16384,16384,128,1774765482168,1774765486599,4431,,34.617188,28.887384,,cmpl-a7bf673ca38ae6b2,16384,128,200,
tok8192_s011_g512,decode,8192,8192,512,1774765472203,1774765488810,16607,,32.435547,30.830373,,cmpl-bd1b4b0cd1609c45,8192,512,200,
tok16384_s002_g256,decode,16384,16384,256,1774765483106,1774765490912,7806,,30.492188,32.795286,,cmpl-bdfac3052c28642d,16384,256,200,
tok16384_s003_g128,decode,16384,16384,128,1774765486599,1774765491120,4521,,35.320312,28.312320,,cmpl-a4ee1581390dbc4e,16384,128,200,
tok16384_s000_g512,decode,16384,16384,512,1774765476377,1774765493277,16900,,33.007812,30.295858,,cmpl-928e7b9decb1df6f,16384,512,200,
tok16384_s004_g128,decode,16384,16384,128,1774765491120,1774765495695,4575,,35.742188,27.978142,,cmpl-8d3896f08ebe709e,16384,128,200,
tok16384_s003_g256,decode,16384,16384,256,1774765488810,1774765495733,6923,,27.042969,36.978189,,cmpl-82b59cc5e6ea6c40,16384,256,200,
tok16384_s001_g512,decode,16384,16384,512,1774765482151,1774765499582,17431,,34.044922,29.372956,,cmpl-b21a0e7c2496084b,16384,512,200,
tok16384_s004_g256,decode,16384,16384,256,1774765493277,1774765500196,6919,,27.027344,36.999566,,cmpl-a282764ab7af4d0e,16384,256,200,
tok16384_s005_g128,decode,16384,16384,128,1774765495733,1774765500287,4554,,35.578125,28.107159,,cmpl-bb143698d1ee587d,16384,128,200,
tok16384_s002_g512,decode,16384,16384,512,1774765486450,1774765503879,17429,,34.041016,29.376327,,cmpl-94fd7ffad1737983,16384,512,200,
tok16384_s006_g128,decode,16384,16384,128,1774765500287,1774765504884,4597,,35.914062,27.844246,,cmpl-bdf76a27c276509e,16384,128,200,
tok16384_s005_g256,decode,16384,16384,256,1774765499582,1774765506532,6950,,27.148438,36.834532,,cmpl-ae39008934c5ea57,16384,256,200,
tok16384_s003_g512,decode,16384,16384,512,1774765490912,1774765506549,15637,,30.541016,32.742853,,cmpl-ac0b1217fe95c4f4,16384,512,200,
tok16384_s006_g256,decode,16384,16384,256,1774765503879,1774765510699,6820,,26.640625,37.536657,,cmpl-84c2408c31348f33,16384,256,200,
tok16384_s007_g128,decode,16384,16384,128,1774765506532,1774765511004,4472,,34.937500,28.622540,,cmpl-89f90e6cd7d1b0e4,16384,128,200,
tok16384_s004_g512,decode,16384,16384,512,1774765495695,1774765513224,17529,,34.236328,29.208740,,cmpl-9929d71da10cf30c,16384,512,200,
tok16384_s007_g256,decode,16384,16384,256,1774765506550,1774765515332,8782,,34.304688,29.150535,,cmpl-9f4c6d5646343088,16384,256,200,
tok16384_s008_g128,decode,16384,16384,128,1774765511004,1774765515580,4576,,35.750000,27.972028,,cmpl-beb03a2e55d6d617,16384,128,200,
tok16384_s005_g512,decode,16384,16384,512,1774765500196,1774765516310,16114,,31.472656,31.773613,,cmpl-909e870f2c764192,16384,512,200,
tok16384_s008_g256,decode,16384,16384,256,1774765513224,1774765520130,6906,,26.976562,37.069215,,cmpl-b453da245f9c796e,16384,256,200,
tok16384_s009_g128,decode,16384,16384,128,1774765515581,1774765520131,4550,,35.546875,28.131868,,cmpl-8855cb7e9672331e,16384,128,200,
tok16384_s006_g512,decode,16384,16384,512,1774765504884,1774765521933,17049,,33.298828,30.031087,,cmpl-9a2a44aad4ac750b,16384,512,200,
tok16384_s009_g256,decode,16384,16384,256,1774765516310,1774765524462,8152,,31.843750,31.403337,,cmpl-a055186a58715468,16384,256,200,
tok16384_s010_g128,decode,16384,16384,128,1774765520131,1774765524728,4597,,35.914062,27.844246,,cmpl-be5c9d0b0b4a0e26,16384,128,200,
tok16384_s007_g512,decode,16384,16384,512,1774765510699,1774765528112,17413,,34.009766,29.403319,,cmpl-badb3fbfdbc3f67e,16384,512,200,
tok16384_s010_g256,decode,16384,16384,256,1774765521933,1774765529110,7177,,28.035156,35.669500,,cmpl-a3523ddf6d550d08,16384,256,200,
tok16384_s011_g128,decode,16384,16384,128,1774765524728,1774765529318,4590,,35.859375,27.886710,,cmpl-993105b5166416bb,16384,128,200,
tok16384_s008_g512,decode,16384,16384,512,1774765515332,1774765534212,18880,,36.875000,27.118644,,cmpl-b019e9a1b0158e82,16384,512,200,
tok24576_s000_g128,decode,24576,24576,128,1774765529318,1774765535557,6239,,48.742188,20.516108,,cmpl-b8fdd89043a6b350,24576,128,200,
tok16384_s011_g256,decode,16384,16384,256,1774765528112,1774765536720,8608,,33.625000,29.739777,,cmpl-b6058b179b36a43b,16384,256,200,
tok16384_s009_g512,decode,16384,16384,512,1774765520131,1774765540765,20634,,40.300781,24.813415,,cmpl-98afdf7c19244ad3,16384,512,200,
tok24576_s000_g256,decode,24576,24576,256,1774765534212,1774765543197,8985,,35.097656,28.491931,,cmpl-88cbc13b76cf3a6c,24576,256,200,
tok24576_s001_g128,decode,24576,24576,128,1774765536720,1774765543219,6499,,50.773438,19.695338,,cmpl-ae728c98e94981c2,24576,128,200,
tok16384_s010_g512,decode,16384,16384,512,1774765524462,1774765546807,22345,,43.642578,22.913403,,cmpl-b1007ff17db90b51,16384,512,200,
tok24576_s002_g128,decode,24576,24576,128,1774765543219,1774765549740,6521,,50.945312,19.628891,,cmpl-a608abbad5765c6a,24576,128,200,
tok24576_s001_g256,decode,24576,24576,256,1774765540765,1774765549913,9148,,35.734375,27.984259,,cmpl-abfb55b229be0759,24576,256,200,
tok16384_s011_g512,decode,16384,16384,512,1774765529110,1774765551506,22396,,43.742188,22.861225,,cmpl-b62ea9d61da2ba3f,16384,512,200,
tok24576_s002_g256,decode,24576,24576,256,1774765546808,1774765556141,9333,,36.457031,27.429551,,cmpl-97ca6179bf135230,24576,256,200,
tok24576_s003_g128,decode,24576,24576,128,1774765549914,1774765556563,6649,,51.945312,19.251015,,cmpl-b926e2c66daa2ac1,24576,128,200,
tok24576_s000_g512,decode,24576,24576,512,1774765535557,1774765560425,24868,,48.570312,20.588708,,cmpl-986b24b0565bc97c,24576,512,200,
tok24576_s003_g256,decode,24576,24576,256,1774765551506,1774765562945,11439,,44.683594,22.379579,,cmpl-8c483162ad22dcde,24576,256,200,
tok24576_s004_g128,decode,24576,24576,128,1774765556563,1774765563339,6776,,52.937500,18.890201,,cmpl-a8afb304c12a933d,24576,128,200,
tok24576_s001_g512,decode,24576,24576,512,1774765543197,1774765568789,25592,,49.984375,20.006252,,cmpl-b0ab6b69b0d8a34f,24576,512,200,
tok24576_s004_g256,decode,24576,24576,256,1774765560425,1774765570026,9601,,37.503906,26.663889,,cmpl-a7b5316dd28fbfc2,24576,256,200,
tok24576_s005_g128,decode,24576,24576,128,1774765563339,1774765570097,6758,,52.796875,18.940515,,cmpl-8fd90535cd85eaa2,24576,128,200,
tok24576_s002_g512,decode,24576,24576,512,1774765549740,1774765575364,25624,,50.046875,19.981268,,cmpl-9f1459e61e44d73e,24576,512,200,
tok24576_s006_g128,decode,24576,24576,128,1774765570097,1774765576848,6751,,52.742188,18.960154,,cmpl-a0e484292ca0a2b7,24576,128,200,
tok24576_s005_g256,decode,24576,24576,256,1774765568789,1774765578347,9558,,37.335938,26.783846,,cmpl-aab09ee44795a450,24576,256,200,
tok24576_s003_g512,decode,24576,24576,512,1774765556141,1774765578881,22740,,44.414062,22.515391,,cmpl-856489bcf5e9bb16,24576,512,200,
tok24576_s006_g256,decode,24576,24576,256,1774765575364,1774765584802,9438,,36.867188,27.124391,,cmpl-84d831cac3ee5a4c,24576,256,200,
tok24576_s007_g128,decode,24576,24576,128,1774765578347,1774765585039,6692,,52.281250,19.127316,,cmpl-ab3576211d2a1aa6,24576,128,200,
tok24576_s004_g512,decode,24576,24576,512,1774765562945,1774765586360,23415,,45.732422,21.866325,,cmpl-b098d3045152a968,24576,512,200,
tok24576_s007_g256,decode,24576,24576,256,1774765578881,1774765591365,12484,,48.765625,20.506248,,cmpl-897f98bad6d8af1a,24576,256,200,
tok24576_s008_g128,decode,24576,24576,128,1774765585039,1774765591742,6703,,52.367188,19.095927,,cmpl-aa9a84b28d7f4955,24576,128,200,
tok24576_s005_g512,decode,24576,24576,512,1774765570026,1774765595545,25519,,49.841797,20.063482,,cmpl-86fd10de86634f1f,24576,512,200,
tok24576_s008_g256,decode,24576,24576,256,1774765586360,1774765598072,11712,,45.750000,21.857923,,cmpl-9796576966ad6645,24576,256,200,
tok24576_s009_g128,decode,24576,24576,128,1774765591742,1774765598443,6701,,52.351562,19.101627,,cmpl-b58028acdd76ff75,24576,128,200,
tok24576_s006_g512,decode,24576,24576,512,1774765576849,1774765602338,25489,,49.783203,20.087096,,cmpl-bbfb45c762f7ab38,24576,512,200,
tok24576_s009_g256,decode,24576,24576,256,1774765595545,1774765605067,9522,,37.195312,26.885108,,cmpl-afb5124992345587,24576,256,200,
tok24576_s010_g128,decode,24576,24576,128,1774765598443,1774765605225,6782,,52.984375,18.873489,,cmpl-968079c8771e8c9c,24576,128,200,
tok24576_s007_g512,decode,24576,24576,512,1774765584802,1774765610382,25580,,49.960938,20.015637,,cmpl-b1a64074dd686b40,24576,512,200,
tok24576_s010_g256,decode,24576,24576,256,1774765602339,1774765611944,9605,,37.519531,26.652785,,cmpl-9b7321d6c82652c5,24576,256,200,
tok24576_s011_g128,decode,24576,24576,128,1774765605225,1774765612012,6787,,53.023438,18.859584,,cmpl-a5e875c901ab558e,24576,128,200,
tok24576_s008_g512,decode,24576,24576,512,1774765591365,1774765617842,26477,,51.712891,19.337538,,cmpl-857cda6a515117dc,24576,512,200,
tok28672_s000_g128,decode,28672,28672,128,1774765612012,1774765619716,7704,,60.187500,16.614746,,cmpl-a9082fe73847ea0b,28672,128,200,
tok24576_s011_g256,decode,24576,24576,256,1774765610382,1774765620883,10501,,41.019531,24.378631,,cmpl-9216ae2d3192149c,24576,256,200,
tok24576_s009_g512,decode,24576,24576,512,1774765598072,1774765625501,27429,,53.572266,18.666375,,cmpl-950bd4dd26c3a756,24576,512,200,
tok28672_s000_g256,decode,28672,28672,256,1774765617842,1774765628530,10688,,41.750000,23.952096,,cmpl-823afa90d51e0fe5,28672,256,200,
tok28672_s001_g128,decode,28672,28672,128,1774765620883,1774765628758,7875,,61.523438,16.253968,,cmpl-bce75a639403d7f2,28672,128,200,
tok24576_s010_g512,decode,24576,24576,512,1774765605068,1774765633644,28576,,55.812500,17.917133,,cmpl-8324e293e6c4d5fa,24576,512,200,
tok28672_s001_g256,decode,28672,28672,256,1774765625501,1774765636382,10881,,42.503906,23.527249,,cmpl-9e59df7a7843acce,28672,256,200,
tok28672_s002_g128,decode,28672,28672,128,1774765628758,1774765636661,7903,,61.742188,16.196381,,cmpl-b4eaed9f0ff0162a,28672,128,200,
tok24576_s011_g512,decode,24576,24576,512,1774765611944,1774765641618,29674,,57.957031,17.254162,,cmpl-93419f72ce19a1fb,24576,512,200,
tok28672_s002_g256,decode,28672,28672,256,1774765633644,1774765644484,10840,,42.343750,23.616236,,cmpl-8e03255d10e7262b,28672,256,200,
